area,bedrooms,bathrooms,age,location,furnishing,parking,condition,price
1200.0,2,2,21,Metro City,Fully Furnished,1,Good,5400000
1200.0,2,2,14,Rural Area,Unfurnished,2,Good,550000
1475.0,3,2,5,Metro City,Fully Furnished,2,Good,5900000
1092.0,3,3,14,Metro City,Semi-Furnished,3,Good,9500000
1025.0,2,2,22,Tier-1 City,Semi-Furnished,2,Good,4600000
1195.0,2,2,1,Metro City,Semi-Furnished,1,Excellent,5200000
1800.0,8,8,18,Metro City,Fully Furnished,2,Good,11000000
1116.0,2,2,21,Tier-1 City,Unfurnished,1,Excellent,3400000
1194.0,2,2,12,Metro City,Unfurnished,1,Good,5100000
1230.0,3,2,13,Metro City,Semi-Furnished,1,Poor,4350000
1544.0,3,3,18,Metro City,Semi-Furnished,0,Good,12000000
1720.0,3,3,0,Metro City,Semi-Furnished,2,Good,9900000
1190.0,2,2,10,Metro City,Fully Furnished,1,Excellent,5050000
1075.0,3,2,2,Metro City,Unfurnished,0,Good,3500000
1800.0,2,2,19,Metro City,Semi-Furnished,1,Good,8000000
5611.5,4,4,5,Metro City,Fully Furnished,2,Excellent,47700000
1360.0,2,2,9,Metro City,Semi-Furnished,1,Good,10300000
1028.0,2,2,12,Metro City,Fully Furnished,1,Good,4200000
1210.0,2,2,2,Metro City,Unfurnished,2,Good,8000000
1240.0,3,2,10,Metro City,Fully Furnished,0,Excellent,7900000
1375.0,3,2,1,Metro City,Semi-Furnished,1,Excellent,4800000
1067.0,2,2,13,Metro City,Semi-Furnished,0,Excellent,6000000
2030.0,3,4,3,Metro City,Unfurnished,1,Excellent,12500000
1856.0,3,3,0,Tier-2 City,Semi-Furnished,3,Poor,4550000
1155.0,2,2,14,Metro City,Semi-Furnished,1,Excellent,6000000
1798.0,3,3,8,Metro City,Semi-Furnished,1,Excellent,7300000
1200.0,1,1,10,Tier-2 City,Unfurnished,2,Good,4550000
4400.0,6,6,1,Metro City,Unfurnished,1,Good,25000000
1030.0,2,2,13,Metro City,Semi-Furnished,0,Good,4650000
1175.0,2,2,9,Tier-2 City,Unfurnished,1,Good,2300000
1550.0,3,3,11,Metro City,Semi-Furnished,2,Good,6450000
1444.0,3,2,12,Rural Area,Unfurnished,1,Poor,1050000
1230.0,3,2,0,Metro City,Semi-Furnished,1,Good,5200000
1561.0,3,3,19,Metro City,Semi-Furnished,2,Excellent,9500000
2275.0,3,3,22,Metro City,Semi-Furnished,0,Good,28500000
1000.0,2,2,15,Tier-1 City,Unfurnished,1,Good,4800000
2064.0,4,5,7,Metro City,Semi-Furnished,2,Excellent,22500000
1255.0,2,2,5,Metro City,Unfurnished,2,Excellent,8000000
3785.0,4,5,7,Metro City,Semi-Furnished,1,Poor,28000000
1200.0,2,2,19,Metro City,Unfurnished,1,Poor,5800000
600.0,5,6,20,Rural Area,Semi-Furnished,0,Good,1150000
1033.0,2,2,0,Metro City,Unfurnished,1,Good,3200000
1000.0,2,2,1,Tier-2 City,Unfurnished,1,Excellent,1200000
1111.0,3,3,3,Metro City,Fully Furnished,1,Good,5000000
1100.0,2,2,7,Metro City,Fully Furnished,1,Good,5200000
2658.0,4,5,21,Metro City,Unfurnished,1,Good,18700000
2050.0,3,3,3,Metro City,Semi-Furnished,3,Poor,14500000
690.0,1,1,9,Tier-2 City,Semi-Furnished,1,Good,1750000
1450.0,3,3,1,Metro City,Semi-Furnished,0,Excellent,6500000
1340.0,2,2,12,Metro City,Semi-Furnished,1,Poor,8500000
1517.0,2,2,12,Metro City,Semi-Furnished,2,Good,12500000
883.0,2,2,13,Metro City,Semi-Furnished,2,Excellent,3700000
1200.0,3,4,12,Metro City,Semi-Furnished,1,Good,27500000
1300.0,2,2,9,Metro City,Unfurnished,1,Poor,9500000
2225.0,3,3,6,Metro City,Unfurnished,0,Excellent,11500000
3100.0,4,5,21,Tier-1 City,Fully Furnished,2,Good,29150000
1705.0,3,3,4,Metro City,Unfurnished,3,Good,11000000
1200.0,4,4,0,Metro City,Semi-Furnished,1,Good,24000000
2700.0,4,3,3,Metro City,Semi-Furnished,1,Good,23000000
1533.0,3,3,13,Metro City,Semi-Furnished,1,Excellent,7600000
620.0,2,2,1,Rural Area,Unfurnished,2,Good,500000
1080.0,2,2,7,Metro City,Semi-Furnished,2,Good,4800000
918.0,2,2,2,Metro City,Semi-Furnished,2,Good,4500000
1205.0,2,2,22,Tier-1 City,Unfurnished,3,Excellent,3250000
1500.0,3,2,1,Metro City,Semi-Furnished,2,Good,10000000
2830.0,4,4,0,Metro City,Unfurnished,1,Excellent,16100000
1163.0,2,2,7,Metro City,Semi-Furnished,1,Good,9900000
1280.0,2,2,1,Metro City,Semi-Furnished,2,Good,8000000
1350.0,2,2,4,Metro City,Semi-Furnished,2,Excellent,4900000
1425.0,3,2,2,Metro City,Unfurnished,2,Good,4700000
1800.0,3,3,5,Metro City,Unfurnished,1,Good,9200000
1048.0,2,2,3,Tier-1 City,Fully Furnished,0,Good,2750000
1594.0,3,3,1,Metro City,Fully Furnished,1,Excellent,12500000
680.0,3,4,22,Metro City,Semi-Furnished,1,Poor,6800000
1500.0,3,2,4,Metro City,Unfurnished,1,Excellent,8500000
3300.0,3,4,0,Metro City,Fully Furnished,1,Poor,16000000
3715.0,4,6,16,Metro City,Unfurnished,0,Excellent,22450000
1220.0,3,2,12,Metro City,Unfurnished,1,Good,3500000
1698.0,3,3,14,Metro City,Unfurnished,0,Good,10200000
1252.0,2,2,6,Metro City,Fully Furnished,1,Good,5650000
1200.0,3,3,6,Metro City,Unfurnished,2,Good,6800000
1070.0,2,2,22,Metro City,Unfurnished,0,Good,4300000
600.0,4,4,6,Metro City,Fully Furnished,1,Good,6000000
1720.0,3,3,5,Metro City,Unfurnished,0,Poor,7800000
1450.0,3,2,6,Metro City,Unfurnished,1,Excellent,9000000
600.0,3,3,16,Metro City,Unfurnished,1,Excellent,10000000
1000.0,3,2,22,Metro City,Fully Furnished,1,Good,4100000
1787.0,3,3,6,Tier-1 City,Semi-Furnished,1,Excellent,8000000
700.0,1,1,6,Metro City,Fully Furnished,1,Good,2150000
1200.0,2,2,4,Metro City,Fully Furnished,1,Good,7800000
913.0,2,2,15,Metro City,Fully Furnished,0,Excellent,3600000
1864.0,3,3,11,Metro City,Unfurnished,0,Good,11500000
1340.0,2,2,5,Metro City,Unfurnished,0,Good,6100000
1305.0,3,2,11,Metro City,Unfurnished,1,Good,11000000
1326.0,3,2,3,Metro City,Fully Furnished,1,Good,3500000
1108.0,2,2,8,Metro City,Fully Furnished,0,Good,4800000
1550.0,3,3,11,Metro City,Semi-Furnished,2,Excellent,6500000
1585.0,2,2,10,Metro City,Semi-Furnished,1,Excellent,9000000
1020.0,2,2,18,Metro City,Semi-Furnished,2,Good,4500000
1830.0,3,3,12,Tier-1 City,Semi-Furnished,1,Excellent,9150000
1991.0,3,4,4,Metro City,Semi-Furnished,2,Good,10000000
1065.0,2,2,17,Metro City,Semi-Furnished,2,Poor,4100000
1340.0,2,2,5,Metro City,Semi-Furnished,1,Poor,7700000
1200.0,2,2,3,Metro City,Fully Furnished,2,Good,4700000
3252.0,4,4,20,Metro City,Semi-Furnished,1,Poor,23000000
1200.0,3,3,23,Tier-2 City,Unfurnished,1,Excellent,3450000
750.0,2,2,1,Metro City,Unfurnished,1,Good,2700000
2760.0,4,4,16,Metro City,Semi-Furnished,1,Good,15500000
1530.0,3,3,24,Metro City,Semi-Furnished,1,Good,7350000
1625.0,3,2,5,Metro City,Unfurnished,0,Excellent,5400000
674.0,2,1,0,Metro City,Fully Furnished,1,Good,2000000
2260.0,2,3,9,Metro City,Semi-Furnished,0,Good,8000000
1115.0,2,2,8,Tier-1 City,Fully Furnished,1,Excellent,4100000
1200.0,2,2,0,Metro City,Unfurnished,0,Excellent,6300000
2020.0,3,3,19,Metro City,Semi-Furnished,2,Good,27000000
750.0,2,2,0,Metro City,Semi-Furnished,0,Poor,2200000
1240.0,2,2,9,Metro City,Semi-Furnished,1,Good,4400000
1724.0,3,3,2,Metro City,Fully Furnished,0,Excellent,12500000
655.0,1,1,9,Metro City,Unfurnished,0,Good,5300000
1255.0,3,2,2,Metro City,Fully Furnished,1,Good,7900000
600.0,1,2,4,Metro City,Fully Furnished,1,Good,5500000
1510.0,3,2,24,Metro City,Fully Furnished,2,Excellent,11000000
2400.0,3,3,4,Metro City,Semi-Furnished,1,Excellent,27000000
1200.0,2,2,6,Metro City,Unfurnished,0,Good,4200000
1224.0,2,2,17,Metro City,Fully Furnished,2,Good,3900000
884.0,1,2,11,Metro City,Semi-Furnished,0,Good,3600000
1016.0,2,2,24,Metro City,Semi-Furnished,1,Good,4500000
3161.0,4,4,22,Metro City,Fully Furnished,1,Good,21400000
1295.0,2,2,3,Metro City,Unfurnished,1,Excellent,6500000
2350.0,3,3,10,Metro City,Unfurnished,2,Good,30000000
1800.0,3,3,2,Metro City,Semi-Furnished,3,Good,6500000
1050.0,2,2,10,Metro City,Semi-Furnished,1,Excellent,4200000
1135.0,2,2,8,Metro City,Unfurnished,1,Good,6800000
1140.0,2,2,8,Tier-2 City,Fully Furnished,1,Excellent,2550000
1601.0,3,3,20,Metro City,Unfurnished,1,Good,7000000
1200.0,7,5,3,Metro City,Semi-Furnished,1,Poor,20000000
1080.0,2,2,20,Metro City,Semi-Furnished,1,Good,4500000
3630.0,4,6,21,Tier-1 City,Unfurnished,1,Poor,10550000
1035.0,2,2,15,Metro City,Semi-Furnished,1,Poor,4400000
2390.0,3,3,22,Tier-2 City,Unfurnished,1,Good,13250000
1648.0,3,3,2,Metro City,Semi-Furnished,1,Good,8500000
1475.0,3,2,22,Metro City,Fully Furnished,1,Good,7400000
720.0,3,2,2,Metro City,Semi-Furnished,2,Excellent,3200000
1140.0,4,3,5,Metro City,Semi-Furnished,1,Excellent,22500000
1050.0,2,2,2,Metro City,Semi-Furnished,0,Good,3800000
1031.0,2,2,15,Tier-2 City,Unfurnished,2,Excellent,1800000
1200.0,2,2,11,Metro City,Unfurnished,1,Excellent,4000000
1200.0,2,2,2,Metro City,Unfurnished,1,Good,4500000
1050.0,2,2,12,Tier-1 City,Fully Furnished,2,Good,3000000
1128.0,2,2,11,Metro City,Fully Furnished,1,Good,4850000
6652.0,4,6,25,Metro City,Unfurnished,0,Good,66000000
2690.0,4,4,25,Tier-1 City,Unfurnished,1,Excellent,12350000
1056.0,2,2,5,Metro City,Semi-Furnished,1,Poor,3900000
1750.0,3,3,10,Metro City,Unfurnished,2,Good,10000000
1200.0,2,2,25,Metro City,Unfurnished,2,Good,12500000
1460.0,3,3,0,Metro City,Semi-Furnished,3,Good,7600000
600.0,4,2,16,Metro City,Unfurnished,2,Excellent,10000000
1262.0,3,2,0,Metro City,Fully Furnished,2,Good,8300000
674.0,2,1,10,Tier-1 City,Fully Furnished,1,Excellent,1300000
1780.0,4,4,11,Tier-2 City,Unfurnished,1,Excellent,6650000
1495.0,2,2,5,Metro City,Semi-Furnished,0,Good,7950000
1367.0,2,2,1,Metro City,Fully Furnished,2,Good,6200000
2600.0,4,4,5,Metro City,Unfurnished,1,Good,30000000
2502.0,4,4,2,Tier-2 City,Unfurnished,1,Good,4950000
1000.0,2,1,0,Metro City,Semi-Furnished,1,Excellent,7500000
1301.0,2,2,7,Metro City,Semi-Furnished,1,Poor,5500000
600.0,4,3,0,Metro City,Unfurnished,1,Excellent,7800000
1190.0,2,2,9,Tier-1 City,Semi-Furnished,1,Good,5250000
1141.0,2,2,21,Rural Area,Unfurnished,1,Poor,600000
1200.0,4,3,15,Metro City,Semi-Furnished,0,Excellent,11000000
1445.0,3,2,10,Rural Area,Unfurnished,2,Excellent,850000
1630.0,3,3,9,Metro City,Unfurnished,1,Excellent,6050000
1166.0,2,2,25,Metro City,Fully Furnished,1,Good,5300000
2400.0,4,4,10,Metro City,Semi-Furnished,3,Good,22800000
460.0,1,1,15,Metro City,Semi-Furnished,1,Good,1300000
950.0,2,2,5,Tier-2 City,Semi-Furnished,1,Good,1850000
600.0,4,4,20,Metro City,Unfurnished,1,Excellent,6000000
1200.0,2,2,10,Metro City,Semi-Furnished,2,Good,5500000
1080.0,2,2,2,Tier-1 City,Fully Furnished,1,Good,3750000
2100.0,5,3,5,Metro City,Unfurnished,1,Excellent,14500000
1304.0,2,2,11,Metro City,Unfurnished,1,Poor,10000000
3024.0,4,5,8,Tier-2 City,Unfurnished,1,Excellent,12800000
1436.0,3,2,11,Tier-1 City,Fully Furnished,2,Poor,4800000
1445.0,3,3,14,Tier-2 City,Unfurnished,1,Poor,3400000
1421.0,2,2,12,Metro City,Fully Furnished,1,Excellent,9000000
1547.0,2,2,8,Metro City,Unfurnished,1,Good,10300000
1400.0,3,2,4,Metro City,Semi-Furnished,1,Excellent,7800000
2325.0,4,4,2,Metro City,Semi-Furnished,1,Poor,12000000
1255.0,3,3,8,Metro City,Fully Furnished,3,Poor,13000000
1090.0,2,2,0,Metro City,Semi-Furnished,1,Excellent,3150000
1454.0,2,2,4,Metro City,Unfurnished,0,Excellent,9000000
500.0,2,1,16,Tier-1 City,Semi-Furnished,3,Excellent,1350000
2100.0,4,2,2,Tier-1 City,Semi-Furnished,0,Excellent,3600000
1200.0,6,4,7,Tier-1 City,Fully Furnished,1,Excellent,7500000
1370.0,3,3,3,Metro City,Fully Furnished,0,Poor,6700000
1339.0,2,2,12,Metro City,Unfurnished,0,Good,7500000
1850.0,3,2,16,Tier-1 City,Unfurnished,3,Good,6250000
1404.0,2,2,10,Rural Area,Unfurnished,1,Excellent,800000
1195.0,2,2,16,Metro City,Semi-Furnished,3,Good,10000000
1195.0,2,2,17,Metro City,Semi-Furnished,1,Good,10000000
500.0,1,1,3,Tier-2 City,Semi-Furnished,1,Good,500000
1005.0,2,2,20,Metro City,Unfurnished,2,Excellent,4000000
1020.0,8,10,21,Tier-2 City,Unfurnished,0,Poor,6150000
1272.0,2,2,4,Tier-1 City,Semi-Furnished,1,Poor,3700000
1425.0,2,2,3,Metro City,Semi-Furnished,1,Good,9400000
1020.0,2,2,6,Metro City,Unfurnished,1,Excellent,4900000
1488.0,3,2,10,Metro City,Fully Furnished,0,Good,6500000
1050.0,2,2,5,Tier-1 City,Semi-Furnished,2,Poor,2850000
910.0,2,2,11,Rural Area,Unfurnished,1,Good,2150000
1200.0,3,4,25,Metro City,Semi-Furnished,1,Good,14500000
1194.0,2,2,8,Metro City,Unfurnished,1,Good,4600000
2144.0,3,3,21,Metro City,Unfurnished,2,Excellent,14500000
1040.0,2,2,22,Metro City,Unfurnished,1,Poor,3950000
1300.0,3,3,7,Metro City,Fully Furnished,1,Good,15000000
520.0,1,1,3,Metro City,Fully Furnished,2,Good,1400000
1470.0,3,3,8,Metro City,Unfurnished,0,Good,6200000
1200.0,4,4,5,Tier-1 City,Unfurnished,1,Excellent,15300000
1480.0,3,2,11,Metro City,Unfurnished,0,Good,5800000
1157.0,2,2,0,Metro City,Semi-Furnished,0,Good,6500000
1090.0,2,2,17,Rural Area,Unfurnished,1,Excellent,750000
735.0,2,2,18,Metro City,Semi-Furnished,0,Poor,3500000
4278.0,7,7,4,Tier-1 City,Unfurnished,2,Excellent,22550000
1000.0,2,2,22,Metro City,Semi-Furnished,2,Good,5200000
1360.0,2,2,4,Tier-1 City,Semi-Furnished,2,Good,5100000
1339.0,2,2,18,Rural Area,Semi-Furnished,1,Good,750000
1070.0,2,2,9,Metro City,Semi-Furnished,0,Good,4200000
1625.0,3,3,9,Metro City,Semi-Furnished,2,Excellent,15000000
1100.0,2,2,6,Metro City,Fully Furnished,1,Excellent,5000000
1155.0,2,2,9,Metro City,Fully Furnished,2,Good,7200000
1250.0,2,2,21,Metro City,Semi-Furnished,1,Good,3900000
829.0,2,2,3,Metro City,Fully Furnished,0,Good,2300000
1575.0,3,3,1,Metro City,Semi-Furnished,1,Good,6800000
1305.0,2,2,3,Metro City,Unfurnished,2,Good,5200000
1482.0,3,2,14,Metro City,Fully Furnished,0,Good,9200000
4800.0,3,4,9,Tier-2 City,Unfurnished,3,Poor,22400000
1495.0,3,3,7,Tier-1 City,Unfurnished,1,Poor,3900000
675.0,3,3,24,Metro City,Semi-Furnished,1,Good,7250000
1075.0,2,2,2,Rural Area,Semi-Furnished,2,Good,650000
1458.0,3,3,8,Metro City,Fully Furnished,1,Good,7900000
1751.0,3,3,2,Metro City,Semi-Furnished,1,Poor,7200000
1100.0,3,2,13,Metro City,Semi-Furnished,1,Excellent,8500000
2400.0,4,4,24,Tier-2 City,Semi-Furnished,1,Good,14800000
1250.0,2,2,3,Metro City,Semi-Furnished,1,Excellent,6600000
1565.0,3,3,6,Metro City,Fully Furnished,1,Poor,7800000
1160.0,2,2,0,Metro City,Semi-Furnished,1,Poor,5900000
4000.0,4,4,22,Metro City,Unfurnished,1,Good,33000000
1713.0,3,3,8,Metro City,Semi-Furnished,2,Good,12500000
900.0,6,7,5,Metro City,Semi-Furnished,1,Good,7600000
2087.0,3,4,12,Metro City,Semi-Furnished,0,Excellent,13900000
936.0,2,2,1,Tier-1 City,Semi-Furnished,1,Excellent,2750000
1453.0,3,2,0,Metro City,Semi-Furnished,1,Excellent,4350000
5400.0,3,3,5,Tier-2 City,Fully Furnished,1,Good,11100000
1700.0,3,3,14,Metro City,Semi-Furnished,0,Good,12500000
2400.0,3,2,6,Metro City,Fully Furnished,1,Excellent,7800000
1260.0,2,2,18,Metro City,Semi-Furnished,1,Excellent,5500000
3200.0,4,4,1,Metro City,Unfurnished,0,Good,20000000
2400.0,4,3,19,Metro City,Semi-Furnished,2,Good,20000000
3190.0,4,3,11,Metro City,Fully Furnished,1,Good,16000000
1560.0,3,3,22,Metro City,Unfurnished,0,Excellent,7500000
1600.0,3,3,6,Tier-2 City,Unfurnished,1,Excellent,2150000
2275.0,3,4,8,Rural Area,Unfurnished,0,Good,1800000
1137.0,2,2,10,Metro City,Unfurnished,1,Good,6300000
1760.0,3,3,11,Metro City,Semi-Furnished,1,Good,11100000
1723.0,3,3,1,Metro City,Unfurnished,1,Good,9500000
1375.0,3,3,7,Metro City,Semi-Furnished,0,Good,5900000
1200.0,2,2,15,Metro City,Fully Furnished,1,Good,7000000
1115.0,2,2,17,Metro City,Semi-Furnished,2,Poor,4000000
1263.0,2,2,3,Metro City,Unfurnished,0,Good,10700000
1000.0,4,5,20,Metro City,Fully Furnished,1,Excellent,20000000
1220.0,2,2,12,Metro City,Semi-Furnished,1,Excellent,8900000
1180.0,2,2,12,Metro City,Semi-Furnished,3,Excellent,7100000
950.0,2,2,12,Metro City,Unfurnished,1,Excellent,5200000
1276.0,2,2,8,Metro City,Semi-Furnished,2,Poor,7500000
1900.0,3,3,12,Rural Area,Unfurnished,1,Good,2850000
1125.0,2,2,3,Metro City,Unfurnished,1,Good,5700000
5000.0,4,4,5,Metro City,Fully Furnished,2,Excellent,29000000
1362.0,3,3,4,Metro City,Unfurnished,2,Good,6250000
1015.0,2,2,3,Metro City,Fully Furnished,1,Good,4000000
1425.0,3,2,14,Metro City,Fully Furnished,1,Good,6500000
915.0,2,2,3,Tier-2 City,Semi-Furnished,1,Excellent,1200000
2125.0,3,3,3,Metro City,Unfurnished,1,Poor,10700000
1000.0,2,2,5,Metro City,Fully Furnished,1,Good,4500000
3000.0,4,4,1,Metro City,Fully Furnished,1,Good,35000000
1284.0,2,2,15,Metro City,Fully Furnished,0,Excellent,5350000
1100.0,2,2,0,Metro City,Fully Furnished,0,Good,6000000
1470.0,3,2,9,Metro City,Semi-Furnished,1,Good,4400000
3420.0,4,4,0,Rural Area,Semi-Furnished,2,Excellent,1750000
1105.0,2,2,8,Tier-2 City,Unfurnished,1,Excellent,3300000
971.0,4,2,9,Metro City,Semi-Furnished,0,Good,13500000
1325.0,3,2,3,Tier-1 City,Semi-Furnished,2,Good,3750000
2556.0,3,3,20,Metro City,Semi-Furnished,2,Excellent,13300000
1751.0,3,3,23,Metro City,Semi-Furnished,2,Good,11500000
1438.0,2,2,3,Metro City,Semi-Furnished,1,Excellent,8900000
1339.0,2,2,16,Metro City,Semi-Furnished,2,Poor,6200000
2080.0,2,2,1,Metro City,Semi-Furnished,1,Good,15000000
1732.0,3,3,21,Metro City,Fully Furnished,1,Good,11200000
1600.0,5,4,5,Metro City,Semi-Furnished,1,Poor,12500000
1015.0,2,2,0,Metro City,Fully Furnished,1,Good,5000000
1636.0,2,2,0,Metro City,Fully Furnished,1,Good,8300000
1210.0,2,2,16,Metro City,Semi-Furnished,1,Good,8100000
1191.0,3,2,5,Metro City,Semi-Furnished,1,Excellent,5550000
3044.0,3,3,1,Metro City,Fully Furnished,2,Excellent,18300000
1810.0,2,2,21,Metro City,Semi-Furnished,1,Good,6500000
4000.0,5,4,6,Tier-1 City,Semi-Furnished,1,Good,63200000
995.0,2,2,15,Metro City,Fully Furnished,2,Good,3500000
1224.0,2,2,4,Metro City,Semi-Furnished,2,Excellent,7500000
900.0,5,4,22,Metro City,Unfurnished,2,Good,9000000
1410.0,3,2,7,Metro City,Unfurnished,2,Excellent,4450000
3250.0,4,4,25,Metro City,Semi-Furnished,1,Excellent,13600000
1850.0,3,3,12,Metro City,Unfurnished,2,Excellent,8900000
1090.0,2,2,21,Tier-2 City,Unfurnished,1,Good,1600000
1050.0,3,2,0,Metro City,Fully Furnished,1,Good,5900000
1350.0,3,2,6,Metro City,Fully Furnished,0,Good,5800000
1168.0,3,2,11,Metro City,Semi-Furnished,1,Poor,6800000
1150.0,2,2,14,Metro City,Fully Furnished,0,Excellent,6000000
1610.0,3,3,14,Metro City,Semi-Furnished,0,Good,8450000
1100.0,2,2,7,Metro City,Unfurnished,2,Excellent,5500000
1200.0,6,6,4,Metro City,Semi-Furnished,0,Good,12500000
1277.0,2,2,5,Metro City,Fully Furnished,1,Good,8000000
1896.0,3,3,2,Metro City,Unfurnished,1,Good,10200000
1125.0,4,2,4,Metro City,Semi-Furnished,1,Good,8800000
3418.0,4,4,10,Metro City,Semi-Furnished,1,Good,22200000
3150.0,4,3,10,Metro City,Semi-Furnished,1,Good,13500000
1129.0,2,2,16,Metro City,Semi-Furnished,1,Excellent,6900000
1120.0,2,2,3,Metro City,Fully Furnished,2,Excellent,4400000
2000.0,4,4,9,Rural Area,Fully Furnished,1,Poor,1800000
1234.0,2,2,18,Tier-1 City,Semi-Furnished,0,Good,3700000
1500.0,8,6,0,Metro City,Fully Furnished,0,Good,27000000
900.0,2,2,10,Tier-1 City,Semi-Furnished,3,Good,6000000
1175.0,2,2,2,Metro City,Semi-Furnished,1,Good,5000000
1300.0,2,2,12,Metro City,Unfurnished,1,Good,7900000
1200.0,1,1,17,Metro City,Semi-Furnished,0,Good,4500000
2700.0,4,5,3,Metro City,Semi-Furnished,2,Good,9600000
1200.0,2,2,20,Metro City,Semi-Furnished,0,Good,3900000
1550.0,2,2,15,Metro City,Fully Furnished,2,Good,7100000
1350.0,3,2,8,Metro City,Semi-Furnished,1,Poor,4700000
1200.0,8,8,8,Metro City,Semi-Furnished,0,Excellent,14500000
1210.0,2,2,0,Metro City,Unfurnished,2,Poor,7700000
1645.0,3,3,18,Metro City,Semi-Furnished,2,Good,11700000
1240.0,3,2,10,Metro City,Semi-Furnished,1,Good,4000000
990.0,2,2,1,Metro City,Semi-Furnished,1,Good,5000000
1200.0,2,1,22,Metro City,Fully Furnished,1,Good,3600000
4225.0,4,6,3,Metro City,Unfurnished,0,Good,35900000
930.0,6,6,1,Metro City,Semi-Furnished,1,Good,13500000
1200.0,6,7,5,Tier-1 City,Fully Furnished,1,Excellent,12250000
1050.0,2,2,8,Metro City,Semi-Furnished,1,Poor,4200000
1285.0,2,2,6,Rural Area,Semi-Furnished,1,Good,650000
1805.0,3,3,20,Metro City,Semi-Furnished,1,Poor,28000000
1685.0,3,4,21,Metro City,Unfurnished,2,Good,18500000
4395.0,4,4,3,Metro City,Fully Furnished,3,Poor,24200000
965.0,2,2,2,Metro City,Unfurnished,1,Excellent,4800000
1270.0,3,2,16,Metro City,Fully Furnished,0,Good,5100000
1700.0,3,3,5,Metro City,Semi-Furnished,0,Good,12600000
2710.0,4,5,3,Tier-2 City,Fully Furnished,0,Good,5550000
1364.0,2,2,19,Metro City,Unfurnished,1,Poor,6500000
936.0,2,2,10,Metro City,Semi-Furnished,1,Poor,4200000
1891.0,3,3,14,Metro City,Unfurnished,1,Good,13900000
1464.0,3,3,9,Tier-1 City,Semi-Furnished,1,Excellent,3950000
812.0,2,2,2,Metro City,Unfurnished,1,Poor,5500000
1700.0,3,3,8,Metro City,Fully Furnished,2,Good,13000000
1225.0,2,2,9,Tier-1 City,Semi-Furnished,2,Good,4550000
1200.0,2,2,22,Metro City,Semi-Furnished,0,Good,5800000
1020.0,2,2,10,Metro City,Unfurnished,2,Good,6300000
3000.0,3,3,9,Tier-2 City,Fully Furnished,2,Excellent,16550000
1820.0,3,3,3,Metro City,Semi-Furnished,1,Poor,9550000
920.0,2,2,17,Tier-1 City,Semi-Furnished,3,Excellent,2550000
2051.0,3,3,12,Metro City,Semi-Furnished,0,Excellent,18000000
2600.0,3,3,9,Metro City,Fully Furnished,2,Excellent,14700000
1160.0,2,2,5,Metro City,Semi-Furnished,1,Good,4400000
1290.0,2,2,14,Metro City,Semi-Furnished,2,Good,7200000
1400.0,2,2,17,Metro City,Semi-Furnished,1,Good,19000000
660.0,1,1,6,Metro City,Semi-Furnished,1,Excellent,2300000
1650.0,4,2,20,Rural Area,Unfurnished,1,Good,2250000
1175.0,2,2,1,Metro City,Semi-Furnished,2,Good,4800000
925.0,2,2,10,Metro City,Unfurnished,3,Good,6300000
900.0,5,4,23,Metro City,Semi-Furnished,2,Poor,6200000
1495.0,3,3,6,Metro City,Semi-Furnished,1,Good,20000000
1140.0,2,2,7,Metro City,Unfurnished,1,Good,4300000
1735.0,3,3,12,Metro City,Unfurnished,1,Good,9700000
820.0,2,2,14,Metro City,Unfurnished,2,Good,2400000
1350.0,3,2,13,Metro City,Semi-Furnished,1,Excellent,8300000
1246.0,2,2,12,Metro City,Fully Furnished,1,Excellent,6800000
993.0,2,2,22,Metro City,Unfurnished,2,Good,4200000
1595.0,3,3,7,Tier-1 City,Unfurnished,0,Excellent,4950000
1477.0,3,2,2,Metro City,Semi-Furnished,2,Good,6950000
2072.0,3,4,17,Tier-2 City,Unfurnished,1,Good,5950000
950.0,2,2,5,Metro City,Fully Furnished,2,Excellent,3500000
1290.0,3,2,5,Metro City,Semi-Furnished,1,Good,5600000
1654.0,3,3,9,Tier-2 City,Fully Furnished,2,Good,4450000
1400.0,2,2,8,Metro City,Fully Furnished,2,Good,6800000
845.0,2,2,4,Metro City,Unfurnished,0,Excellent,5500000
1095.0,2,2,0,Metro City,Fully Furnished,1,Excellent,3850000
1065.0,2,2,7,Metro City,Unfurnished,1,Poor,5800000
1179.0,2,2,2,Metro City,Fully Furnished,1,Good,4900000
1033.0,3,2,1,Metro City,Fully Furnished,1,Good,3050000
1140.0,2,2,15,Metro City,Semi-Furnished,1,Excellent,4900000
1184.0,2,2,10,Metro City,Semi-Furnished,1,Good,6900000
2340.0,4,5,2,Metro City,Unfurnished,1,Excellent,12900000
1262.0,2,2,19,Metro City,Semi-Furnished,1,Good,5500000
2585.5,4,4,1,Tier-2 City,Unfurnished,3,Excellent,5150000
2790.0,4,4,3,Rural Area,Unfurnished,0,Good,1900000
1745.0,3,3,0,Metro City,Unfurnished,1,Excellent,11500000
4000.0,3,3,5,Metro City,Semi-Furnished,1,Good,66000000
360.0,2,2,2,Tier-1 City,Semi-Furnished,0,Good,2150000
1238.0,2,2,3,Metro City,Semi-Furnished,2,Poor,6700000
1075.0,2,2,7,Metro City,Semi-Furnished,1,Excellent,3200000
1180.0,3,3,2,Rural Area,Unfurnished,1,Excellent,700000
